id,name,type,start_date,end_date,days_left,condition,cost_maintenance,status
GT-0718,Hợp đồng cung cấp dịch vụ,Giấy tờ,2026-05-17,2027-05-16,552,Tốt,3130880.86,2
GT-0719,Biên bản kiểm tra tài sản,Giấy tờ,2025-02-11,2026-08-19,275,Tốt,1426451.69,2
PM-0720,Giấy phép Microsoft 365,Phần mềm,2023-02-14,2025-07-28,-108,Hỏng,4278480.47,0
PM-0721,Gói Cloud AWS Business,Phần mềm,2024-10-03,2026-12-29,417,Tốt,469286.42,2
GT-0722,Giấy phép kinh doanh,Giấy tờ,2024-11-01,2027-02-13,432,Tốt,4146434.0,2
GT-0723,Biên bản kiểm tra tài sản,Giấy tờ,2023-11-02,2025-02-27,-278,Hỏng,2152137.05,0
GT-0724,Thiết bị NAS Synology DS220+,Giấy tờ,2022-11-18,2024-09-11,-416,Hỏng,3869398.28,0
GT-0725,Biên bản kiểm tra tài sản,Giấy tờ,2021-09-09,2024-04-16,-572,Hỏng,824123.38,0
PC-0726,Máy tính bàn HP EliteDesk,Phần cứng,2024-01-09,2025-09-05,-71,Hỏng,3156537.77,0
PM-0727,Giấy ủy quyền đại diện,Phần mềm,2023-06-08,2024-09-16,-422,Hỏng,1187167.34,0
PM-0728,Gói Cloud AWS Business,Phần mềm,2025-01-12,2025-09-12,-56,Hỏng,1170922.23,0
GT-0729,Hợp đồng thuê văn phòng,Giấy tờ,2023-11-12,2026-07-23,245,Tốt,1313378.21,2
PC-0730,Router Mikrotik RB750Gr3,Phần cứng,2026-05-13,2026-10-28,338,Tốt,4919201.56,2
PM-0731,Gói dịch vụ Google Workspace,Phần mềm,2024-04-06,2024-10-21,-384,Hỏng,1271957.9,0
GT-0732,Giấy phép kinh doanh,Giấy tờ,2024-12-31,2026-05-10,164,Tốt,3020358.39,2
PM-0733,Giấy phép Zoom Pro,Phần mềm,2024-11-14,2025-03-18,-233,Hỏng,4857663.45,0
GT-0734,Phiếu đăng ký nội bộ,Giấy tờ,2023-07-28,2026-04-13,126,Tốt,3112598.48,2
PC-0735,Laptop Dell XPS 13,Phần cứng,2024-09-18,2026-04-09,163,Tốt,2371442.1,2
GT-0736,Biên bản kiểm tra tài sản,Giấy tờ,2024-07-17,2026-02-20,107,Tốt,27529.0,2
PC-0737,Router Mikrotik RB750Gr3,Phần cứng,2025-07-30,2027-05-25,563,Tốt,183606.81,2
GT-0738,Phiếu đăng ký nội bộ,Giấy tờ,2024-06-20,2025-02-25,-245,Hỏng,2192692.44,0
PC-0739,Máy chiếu Epson EB-X51,Phần cứng,2024-08-07,2025-04-07,-194,Hỏng,1389110.36,0
GT-0740,Giấy ủy quyền đại diện,Giấy tờ,2023-11-27,2025-09-25,-33,Hỏng,4091033.34,0
GT-0741,Hợp đồng cung cấp dịch vụ,Giấy tờ,2024-05-25,2024-10-04,-446,Hỏng,4371112.62,0
GT-0742,Biên bản thanh lý hợp đồng,Giấy tờ,2025-10-13,2026-05-09,159,Tốt,224267.84,2
PM-0743,Phần mềm quản lý nhân sự,Phần mềm,2022-05-26,2024-07-26,-483,Hỏng,1373657.63,0
GT-0744,Phiếu đăng ký nội bộ,Giấy tờ,2023-11-20,2024-04-09,-582,Hỏng,2055105.38,0
GT-0745,Hợp đồng thuê văn phòng,Giấy tờ,2024-08-28,2025-06-09,-148,Hỏng,1546863.59,0
GT-0746,Hợp đồng thuê văn phòng,Giấy tờ,2023-02-21,2024-07-02,-509,Hỏng,4770165.64,0
GT-0747,Hợp đồng thuê văn phòng,Giấy tờ,2026-07-24,2027-06-11,579,Tốt,3182006.85,2
PM-0748,Domain công ty .vn,Phần mềm,2024-12-18,2026-12-21,393,Tốt,4147937.78,2
GT-0749,Hợp đồng thuê văn phòng,Giấy tờ,2025-11-29,2026-07-19,240,Tốt,,2
PC-0750,Ổ cứng WD 1TB,Phần cứng,2025-04-02,2025-12-20,17,Cần bảo trì,3313322.57,1
PM-0751,Phiếu đăng ký nội bộ,Phần mềm,2024-06-27,2025-05-07,-203,Hỏng,2747918.28,0
GT-0752,Giấy phép kinh doanh,Giấy tờ,2022-11-07,2025-02-16,-289,Hỏng,,0
PM-0753,License phần mềm kế toán MISA,Phần mềm,2025-12-06,2026-11-05,343,Tốt,3230480.88,2
PC-0754,Máy in Canon LBP 2900,Phần cứng,2024-02-18,2026-09-17,325,Tốt,3180480.23,2
PC-0755,Máy chiếu Epson EB-X51,Phần cứng,2024-04-27,2026-05-31,156,Tốt,3619865.28,2
PM-0756,Gói dịch vụ Google Workspace,Phần mềm,2022-12-14,2025-04-12,-175,Hỏng,2669837.36,0
PC-0757,Máy chiếu Epson EB-X51,Phần cứng,2023-01-27,2024-12-14,-326,Hỏng,1475203.54,0
GT-0758,Phiếu đăng ký nội bộ,Giấy tờ,2026-08-16,2026-12-02,388,Tốt,4550673.18,2
PC-0759,Router Mikrotik RB750Gr3,Phần cứng,2026-11-24,2027-05-16,537,Tốt,1715836.77,2
PM-0760,Giấy phép Microsoft 365,Phần mềm,2023-05-12,2024-12-23,-313,Hỏng,3462464.13,0
PC-0761,Máy in Canon LBP 2900,Phần cứng,2024-12-05,2025-11-22,1,Cần bảo trì,388073.22,1
GT-0762,Biên bản thanh lý hợp đồng,Giấy tờ,2026-03-12,2027-01-22,455,Tốt,2232097.58,2
PC-0763,Máy chủ Dell PowerEdge,Phần cứng,2023-01-23,2024-10-02,-368,Hỏng,4287811.69,0
PM-0764,Bản quyền Windows Server 2022,Phần mềm,2026-06-13,2027-03-13,485,Tốt,494368.09,2
PM-0765,Giấy phép Microsoft 365,Phần mềm,2024-01-01,2026-01-22,88,Tốt,1855862.12,2
GT-0766,Phiếu đăng ký nội bộ,Giấy tờ,2025-05-07,2026-01-29,67,Tốt,2558406.93,2
GT-0767,Hợp đồng thuê văn phòng,Giấy tờ,2024-08-20,2025-05-16,-181,Hỏng,4450485.18,0
GT-0768,Biên bản hợp tác,Giấy tờ,2026-01-30,2027-06-06,598,Tốt,1698844.14,2
PC-0769,Máy chủ Dell PowerEdge,Phần cứng,2024-04-10,2026-09-21,304,Tốt,3184511.59,2
PM-0770,Giấy phép Zoom Pro,Phần mềm,2022-07-23,2024-07-25,-448,Hỏng,35388184.99887813,0
GT-0771,Hồ sơ nhân sự,Giấy tờ,2024-12-29,2025-10-18,-14,Hỏng,3028896.25,0
PC-0772,Bộ lưu điện APC 1000VA,Phần cứng,2024-10-24,2026-07-02,224,Tốt,526295.93,2
GT-0773,Phiếu đăng ký nội bộ,Giấy tờ,2026-02-28,2026-07-06,245,Tốt,1142433.73,2
PM-0774,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2023-09-14,2024-06-04,-511,Hỏng,678945.24,0
PC-0775,Thiết bị NAS Synology DS220+,Phần cứng,2023-10-15,2025-03-19,-229,Hỏng,13015963.14704401,0
PC-0776,Router Mikrotik RB750Gr3,Phần cứng,2023-09-27,2024-12-08,-363,Hỏng,3781068.07,0
PM-0777,Giấy phép Microsoft 365,Phần mềm,2023-08-29,2025-09-14,-70,Hỏng,650238.91,0
PC-0778,Máy chiếu Epson EB-X51,Phần cứng,2023-01-21,2024-09-07,-435,Hỏng,1874017.84,0
PM-0779,Domain công ty .vn,Phần mềm,2024-09-19,2025-12-27,44,Tốt,3014714.38,2
GT-0780,Biên bản kiểm tra tài sản,Giấy tờ,2023-11-07,2026-05-27,205,Tốt,1442027.19,2
PM-0781,Giấy phép Microsoft 365,Phần mềm,2023-04-24,2024-07-08,-489,Hỏng,4853710.77,0
PC-0782,Bộ lưu điện APC 1000VA,Phần cứng,2025-07-28,2027-03-19,472,Tốt,770725.22,2
GT-0783,Giấy phép kinh doanh,Giấy tờ,2023-02-24,2025-03-21,-230,Hỏng,3809509.06,0
PM-0784,Domain công ty .vn,Phần mềm,2025-02-21,2026-10-24,355,Tốt,1780928.24,2
PC-0785,Ổ cứng WD 1TB,Phần cứng,2026-02-26,2027-04-28,540,Tốt,973119.18,2
GT-0786,Hồ sơ nhân sự,Giấy tờ,2025-12-07,2026-10-19,357,Tốt,3386936.61,2
GT-0787,Hồ sơ nhân sự,Giấy tờ,2023-07-04,2024-08-07,-449,Tốt,2788544.13,2
PM-0788,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-11-28,2025-07-17,-111,Hỏng,752607.46,0
PC-0789,Máy chiếu Epson EB-X51,Phần cứng,2024-06-22,2026-12-12,394,Tốt,2008894.0,2
GT-0790,Giấy phép kinh doanh,Giấy tờ,2024-01-16,2024-07-03,-522,Hỏng,1629115.59,0
PC-0791,Ổ cứng WD 1TB,Phần cứng,2023-09-17,2024-09-02,-430,Hỏng,3654090.14,0
GT-0792,Biên bản thanh lý hợp đồng,Giấy tờ,2024-06-28,2025-11-24,15,Tốt,,2
PM-0793,Giấy phép Zoom Pro,Phần mềm,2024-10-31,2027-04-04,518,Tốt,4547273.05,2
PM-0794,Gói Cloud AWS Business,Phần mềm,2025-12-01,2027-05-29,544,Tốt,189907.82,2
PC-0795,Laptop Dell XPS 13,Phần cứng,2022-11-08,2025-07-10,-141,Hỏng,2020724.2957528136,0
GT-0796,Biên bản kiểm tra tài sản,Giấy tờ,2026-03-28,2027-01-03,433,Tốt,4720210.47,2
GT-0797,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-11-23,2024-08-15,-455,Hỏng,2564512.08,0
PC-0798,Máy chiếu Epson EB-X51,Phần cứng,2026-10-13,2027-04-21,535,Tốt,2612220.73,2
PC-0799,Máy chủ Dell PowerEdge,Phần cứng,2023-02-09,2025-05-02,-194,Tốt,1932702.53,2
PM-0800,Giấy phép Microsoft 365,Phần mềm,2023-09-07,2026-04-21,160,Cần bảo trì,1811340.44,1
GT-0801,Hồ sơ nhân sự,Giấy tờ,2025-02-28,2026-11-20,387,Tốt,2279896.38,2
PM-0802,Phần mềm quản lý nhân sự,Phần mềm,2025-12-15,2026-05-02,163,Tốt,4032946.71,2
PM-0803,Giấy phép Zoom Pro,Phần mềm,2025-01-01,2025-08-14,-89,Hỏng,546321.05,0
GT-0804,Giấy phép kinh doanh,Giấy tờ,2023-08-21,2025-02-21,-271,Hỏng,4234844.27,0
PM-0805,Giấy phép Zoom Pro,Phần mềm,2024-09-08,2025-06-07,-165,Hỏng,153950.25,0
PM-0806,Gói dịch vụ Google Workspace,Phần mềm,2022-12-29,2024-12-17,-319,Hỏng,3670148.81,0
PC-0807,Switch Cisco SG350,Phần cứng,2021-12-11,2024-04-12,-576,Hỏng,3438610.21,0
PM-0808,Giấy phép Microsoft 365,Phần mềm,2025-10-29,2026-09-13,298,Tốt,672175.65,2
PC-0809,Máy chủ Dell PowerEdge,Phần cứng,2022-09-25,2024-10-01,-388,Hỏng,1667036.61,0
PM-0810,License phần mềm kế toán MISA,Phần mềm,2023-12-12,2024-05-17,-557,Hỏng,,0
PM-0811,License phần mềm kế toán MISA,Phần mềm,2022-11-12,2024-12-10,-340,Hỏng,4973243.21,0
PM-0812,Bản quyền Windows Server 2022,Phần mềm,2024-06-01,2025-12-28,39,Tốt,220809.68,2
GT-0813,Hồ sơ nhân sự,Giấy tờ,2022-09-14,2024-03-22,-578,Hỏng,345147.7,0
GT-0814,Giấy ủy quyền đại diện,Giấy tờ,2023-06-15,2025-12-29,50,Tốt,3844613.91,2
GT-0815,Biên bản thanh lý hợp đồng,Giấy tờ,2022-03-15,2024-12-03,-329,Hỏng,4229607.2,0
PC-0816,Laptop Dell XPS 13,Phần cứng,2026-01-18,2027-04-23,505,Tốt,1995500.94,2
PC-0817,Switch Cisco SG350,Phần cứng,2025-01-29,2025-05-09,-183,Hỏng,122492.24,0
PM-0818,Phần mềm quản lý nhân sự,Phần mềm,2025-04-11,2026-09-18,322,Tốt,4041176.05,2
GT-0819,Hợp đồng thuê văn phòng,Giấy tờ,2023-02-13,2024-05-05,-555,Hỏng,4775576.04,0
PM-0820,Bản quyền Windows Server 2022,Phần mềm,2026-05-31,2027-03-16,505,Tốt,384310.38,2
PM-0821,Gói Cloud AWS Business,Phần mềm,2023-06-13,2025-02-06,-287,Hỏng,364509.18,0
GT-0822,Hợp đồng cung cấp dịch vụ,Giấy tờ,2023-09-24,2024-07-10,-469,Hỏng,1055562.36,0
PC-0823,Máy tính bàn HP EliteDesk,Phần cứng,2025-01-12,2026-09-11,337,Tốt,1462575.46,2
PC-0824,Máy chiếu Epson EB-X51,Phần cứng,2025-10-25,2027-02-05,445,Tốt,110134.61,2
PM-0825,Giấy phép Microsoft 365,Phần mềm,2023-09-16,2025-02-05,-287,Hỏng,2744902.25,0
PC-0826,Máy chủ Dell PowerEdge,Phần cứng,2023-10-31,2026-05-11,202,Tốt,3017465.48,2
GT-0827,Giấy phép kinh doanh,Giấy tờ,2025-08-13,2026-03-17,149,Tốt,939214.26,2
PM-0828,Domain công ty .vn,Phần mềm,2025-01-26,2025-09-16,-65,Hỏng,2246748.71,0
PC-0829,Router Mikrotik RB750Gr3,Phần cứng,2025-08-06,2026-01-10,53,Tốt,3413086.11,2
PC-0830,Máy chiếu Epson EB-X51,Phần cứng,2023-07-22,2025-05-07,-193,Hỏng,1173267.21,0
GT-0831,Biên bản hợp tác,Giấy tờ,2024-05-23,2026-07-16,226,Tốt,2762504.84,2
PM-0832,Giấy phép Microsoft 365,Phần mềm,2025-01-27,2027-03-09,468,Tốt,3876730.75,2
PC-0833,Router Mikrotik RB750Gr3,Phần cứng,2025-10-20,2026-07-19,234,Tốt,4118890.45,2
PM-0834,Gói Cloud AWS Business,Phần mềm,2024-01-26,2026-08-11,260,Tốt,3743226.17,2
PM-0835,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-06-06,2026-12-07,389,Tốt,945197.62,2
GT-0836,Giấy ủy quyền đại diện,Giấy tờ,2026-08-10,2027-04-15,523,Tốt,2967428.81,2
GT-0837,Biên bản kiểm tra tài sản,Giấy tờ,2026-10-10,2027-04-07,534,Tốt,4196692.46,2
GT-0838,Hợp đồng thuê văn phòng,Giấy tờ,2022-05-31,2025-02-09,-291,Hỏng,4702242.53,0
GT-0839,Biên bản hợp tác,Giấy tờ,2025-02-05,2025-12-14,47,Tốt,1801169.59,2
PM-0840,Gói Cloud AWS Business,Phần mềm,2024-07-25,2025-05-23,-176,Tốt,2859045.82,2
GT-0841,Máy in Canon LBP 2900,Giấy tờ,2022-03-30,2024-08-09,-461,Hỏng,2111922.61,0
PC-0842,Máy in Canon LBP 2900,Phần cứng,2025-03-19,2026-02-10,100,Cần bảo trì,446447.62,1
GT-0843,Laptop Dell XPS 13,Giấy tờ,2022-09-11,2024-10-25,-400,Cần bảo trì,2823145.25,1
PM-0844,Giấy phép Zoom Pro,Phần mềm,2025-01-21,2025-12-13,37,Tốt,3379238.73,2
PM-0845,License phần mềm kế toán MISA,Phần mềm,2022-10-15,2024-11-11,-364,Hỏng,,0
GT-0846,Giấy phép kinh doanh,Giấy tờ,2023-12-04,2025-08-26,-71,Hỏng,4753863.54,0
PM-0847,License AutoCAD 2024,Phần mềm,2024-03-14,2025-09-05,-64,Hỏng,2377033.04,0
PM-0848,Bản quyền Windows Server 2022,Phần mềm,2025-01-24,2026-06-09,246,Tốt,524040.32,2
PC-0849,Router Mikrotik RB750Gr3,Phần cứng,2026-03-16,2026-08-09,260,Tốt,2502005.73,2
GT-0850,Hợp đồng thuê văn phòng,Giấy tờ,2023-12-07,2024-11-03,-382,Hỏng,1849066.28,0
PM-0851,License AutoCAD 2024,Phần mềm,2023-09-09,2024-10-17,-400,Hỏng,2760346.82,0
PM-0852,Phần mềm quản lý nhân sự,Phần mềm,2024-04-14,2025-12-30,40,Tốt,3286767.41,2
PM-0853,Domain công ty .vn,Phần mềm,2026-03-01,2026-10-29,341,Tốt,3238565.86,2
GT-0854,Hồ sơ nhân sự,Giấy tờ,2026-02-02,2027-07-01,614,Tốt,179693.37,2
GT-0855,Giấy phép kinh doanh,Giấy tờ,2024-09-01,2026-05-06,196,Tốt,3258198.8,2
PC-0856,Switch Cisco SG350,Phần cứng,2025-10-22,2027-02-06,442,Tốt,4872959.06,2
GT-0857,Biên bản thanh lý hợp đồng,Giấy tờ,2023-09-26,2025-07-22,-125,Hỏng,2340770.71,0
GT-0858,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2022-03-02,2024-11-11,-359,Hỏng,1838929.94,0
GT-0859,Giấy phép kinh doanh,Giấy tờ,2023-07-25,2024-07-17,-491,Hỏng,3910076.67,0
GT-0860,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2022-04-19,2024-05-13,-539,Hỏng,3440222.22,0
GT-0861,Giấy phép kinh doanh,Giấy tờ,2025-09-28,2027-04-21,528,Tốt,,2
PC-0862,Router Mikrotik RB750Gr3,Phần cứng,2026-04-17,2026-08-06,244,Tốt,4744229.78,2
PM-0863,License AutoCAD 2024,Phần mềm,2023-05-08,2024-07-10,-467,Hỏng,1651213.9,0
PC-0864,Máy chiếu Epson EB-X51,Phần cứng,2023-06-01,2025-09-13,-33,Hỏng,2320475.8,0
PC-0865,Ổ cứng WD 1TB,Phần cứng,2024-01-16,2026-08-05,248,Tốt,3387711.34,2
PM-0866,Gói dịch vụ Google Workspace,Phần mềm,2025-02-11,2026-05-14,177,Tốt,3864607.41,2
GT-0867,Switch Cisco SG350,Giấy tờ,2023-04-24,2024-09-12,-422,Hỏng,4035777.69,0
PC-0868,Laptop Dell XPS 13,Phần cứng,2025-04-16,2027-05-23,562,Tốt,,2
GT-0869,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-01-07,2024-04-23,-558,Hỏng,3695132.79,0
PM-0870,Domain công ty .vn,Phần mềm,2023-12-17,2024-04-02,-559,Hỏng,6768.13,0
PM-0871,Phần mềm quản lý nhân sự,Phần mềm,2024-12-09,2025-07-18,-120,Hỏng,2741910.18,0
PM-0872,Giấy phép Microsoft 365,Phần mềm,2024-03-31,2025-06-21,-156,Hỏng,2734816.26,0
GT-0873,Biên bản thanh lý hợp đồng,Giấy tờ,2025-01-09,2027-02-23,447,Hỏng,1990026.46,0
PM-0874,Bản quyền Windows Server 2022,Phần mềm,2024-02-18,2024-08-25,-455,Hỏng,1233018.17,0
GT-0875,Biên bản kiểm tra tài sản,Giấy tờ,2025-04-26,2027-05-13,547,Tốt,2369049.14,2
PC-0876,Bộ lưu điện APC 1000VA,Phần cứng,2025-02-15,2027-04-23,554,Tốt,4713621.6,2
GT-0877,Hợp đồng cung cấp dịch vụ,Giấy tờ,2024-09-30,2025-11-19,-1,Hỏng,3254786.68,0
PM-0878,License phần mềm kế toán MISA,Phần mềm,2024-12-09,2025-09-12,-58,Hỏng,3884640.05,0
GT-0879,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2025-07-09,2027-04-09,513,Tốt,,2
PC-0880,Ổ cứng WD 1TB,Phần cứng,2022-01-06,2024-04-16,-557,Hỏng,4235972.2,0
PM-0881,License AutoCAD 2024,Phần mềm,2022-04-20,2024-12-13,-296,Hỏng,4908266.62,0
PM-0882,Giấy phép Microsoft 365,Phần mềm,2025-03-07,2025-07-25,-118,Hỏng,4049300.94,0
PM-0883,Gói Cloud AWS Business,Phần mềm,2025-01-02,2027-04-21,518,Tốt,,2
GT-0884,Hồ sơ nhân sự,Giấy tờ,2022-06-16,2024-08-27,-426,Hỏng,3538606.75,0
PC-0885,Laptop Dell XPS 13,Phần cứng,2022-08-03,2024-03-26,-586,Hỏng,2486562.23,0
GT-0886,Hợp đồng thuê văn phòng,Giấy tờ,2024-03-25,2024-11-24,-325,Hỏng,671374.25,0
PC-0887,Ổ cứng WD 1TB,Phần cứng,2023-06-10,2024-04-05,-577,Hỏng,1771338.82,0
GT-0888,Bộ lưu điện APC 1000VA,Giấy tờ,2023-03-17,2025-06-17,-153,Hỏng,3104542.95,0
PC-0889,Máy tính bàn HP EliteDesk,Phần cứng,2023-11-28,2025-06-10,-146,Hỏng,2298324.35,0
PC-0890,Máy chiếu Epson EB-X51,Phần cứng,2021-12-14,2024-03-24,-581,Hỏng,828748.9,0
GT-0891,Phiếu đăng ký nội bộ,Giấy tờ,2023-03-29,2025-07-27,-96,Hỏng,249895.14,0
GT-0892,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-03-20,2025-02-02,-262,Hỏng,3965714.37,0
PM-0893,Giấy phép Zoom Pro,Phần mềm,2023-03-13,2024-12-18,-313,Hỏng,3182693.23,0
PM-0894,Bản quyền Windows Server 2022,Phần mềm,2024-06-23,2025-06-10,-137,Tốt,2847698.9,2
PM-0895,Phần mềm quản lý nhân sự,Phần mềm,2023-08-19,2024-12-20,-306,Hỏng,2967804.68,0
PM-0896,Gói Cloud AWS Business,Phần mềm,2024-09-30,2026-08-24,295,Tốt,65147.84,2
PC-0897,Thiết bị NAS Synology DS220+,Phần cứng,2023-03-25,2025-12-01,16,Cần bảo trì,3962975.58,1
PM-0898,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-12-10,2025-11-30,20,Cần bảo trì,1976029.63,1
PC-0899,Bộ lưu điện APC 1000VA,Phần cứng,2023-06-07,2025-08-23,-63,Hỏng,808357.18,0
PC-0900,Laptop Dell XPS 13,Phần cứng,2023-01-27,2025-07-29,-118,Hỏng,1160199.14,0
GT-0001,Biên bản thanh lý hợp đồng,Giấy tờ,2025-04-06,2025-11-18,12,Cần bảo trì,418617.19,1
GT-0002,Giấy phép Zoom Pro,Giấy tờ,2024-04-19,2025-11-18,0,Cần bảo trì,649962.37,1
PM-0003,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-05-18,2025-11-15,3,Cần bảo trì,1476332.71,1
PC-0004,Bộ lưu điện APC 1000VA,Phần cứng,2024-11-17,2025-11-23,30,Cần bảo trì,4968846.24,1
PC-0005,Ổ cứng WD 1TB,Phần cứng,2024-01-08,2025-11-23,14,Cần bảo trì,1092249.7,1
PC-0006,Bộ lưu điện APC 1000VA,Phần cứng,2023-03-06,2025-12-08,27,Cần bảo trì,4895022.08,1
PC-0007,Máy tính bàn HP EliteDesk,Phần cứng,2024-08-26,2025-12-11,9,Cần bảo trì,2529847.97,1
PC-0008,Switch Cisco SG350,Phần cứng,2024-11-11,2025-12-06,35,Tốt,1682096.49,2
GT-0009,Biên bản hợp tác,Giấy tờ,2023-03-12,2025-11-29,27,Cần bảo trì,479554.21,1
PM-0010,Phần mềm quản lý nhân sự,Phần mềm,2024-01-28,2025-12-07,57,Tốt,1526349.54,2
GT-0011,Máy chiếu Epson EB-X51,Giấy tờ,2023-10-13,2025-11-23,6,Cần bảo trì,4637281.61,1
PC-0012,Máy chủ Dell PowerEdge,Phần cứng,2023-03-17,2025-11-19,10,Cần bảo trì,1831766.65,1
GT-0013,Giấy phép kinh doanh,Giấy tờ,2024-10-07,2025-12-03,25,Cần bảo trì,,1
PM-0014,Domain công ty .vn,Phần mềm,2024-01-21,2025-12-11,53,Tốt,1590907.99,2
PM-0015,Gói dịch vụ Google Workspace,Phần mềm,2023-04-09,2025-12-04,21,Cần bảo trì,1941758.04,1
PC-0016,Máy chủ Dell PowerEdge,Phần cứng,2024-10-21,2025-11-29,21,Cần bảo trì,4861021.23,1
PC-0017,Switch Cisco SG350,Phần cứng,2023-11-23,2025-12-09,36,Tốt,1661067.76,2
GT-0018,Biên bản kiểm tra tài sản,Giấy tờ,2023-12-15,2025-12-05,26,Cần bảo trì,257952.61,1
PC-0019,Laptop Dell XPS 13,Phần cứng,2023-11-29,2025-11-19,9,Cần bảo trì,3423839.9,1
PM-0020,Phần mềm quản lý nhân sự,Phần mềm,2023-03-09,2025-11-18,9,Cần bảo trì,,1
PC-0021,Máy chủ Dell PowerEdge,Phần cứng,2025-01-18,2025-11-13,17,Cần bảo trì,3675365.01,1
PM-0022,Gói Cloud AWS Business,Phần mềm,2023-08-23,2025-11-23,-4,Hỏng,,0
PM-0023,Gói Cloud AWS Business,Phần mềm,2023-03-22,2025-11-26,16,Cần bảo trì,1641177.57,1
GT-0024,Biên bản hợp tác,Giấy tờ,2023-10-21,2025-11-25,2,Cần bảo trì,297518.24,1
GT-0025,Biên bản kiểm tra tài sản,Giấy tờ,2023-10-11,2025-12-09,45,Tốt,143156.57,2
PM-0026,Gói dịch vụ Google Workspace,Phần mềm,2023-04-09,2025-12-10,5,Cần bảo trì,1861349.71,1
PM-0027,License phần mềm kế toán MISA,Phần mềm,2023-05-29,2025-11-26,6,Cần bảo trì,843197.25,1
GT-0028,Giấy phép kinh doanh,Giấy tờ,2023-07-21,2025-11-30,24,Cần bảo trì,164488.51,1
PC-0029,Máy chủ Dell PowerEdge,Phần cứng,2024-05-31,2025-12-09,50,Tốt,4570235.99,2
PM-0030,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-04-07,2025-12-07,24,Cần bảo trì,1034446.76,1
PM-0031,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-08-11,2025-12-06,16,Cần bảo trì,500780.57,1
GT-0032,Giấy phép kinh doanh,Giấy tờ,2024-09-14,2025-11-18,34,Tốt,165862.34,2
PM-0033,Giấy ủy quyền đại diện,Phần mềm,2023-06-25,2025-11-30,-4,Hỏng,207764.93,0
GT-0034,Giấy ủy quyền đại diện,Giấy tờ,2023-10-11,2025-12-05,-10,Hỏng,381207.58,0
PM-0035,Giấy phép Zoom Pro,Phần mềm,2023-08-11,2025-11-23,18,Tốt,1245872.76,2
PC-0036,Laptop Dell XPS 13,Phần cứng,2023-10-09,2025-12-05,15,Cần bảo trì,3010716.09,1
GT-0037,Laptop Dell XPS 13,Giấy tờ,2024-12-18,2025-12-04,7,Cần bảo trì,1958247.56,1
PC-0038,Máy chủ Dell PowerEdge,Phần cứng,2024-04-02,2025-11-15,31,Tốt,1968221.09,2
PM-0039,Bản quyền Windows Server 2022,Phần mềm,2023-07-13,2025-12-02,14,Cần bảo trì,863239.91,1
GT-0040,Hợp đồng thuê văn phòng,Giấy tờ,2024-10-08,2025-11-17,-3,Hỏng,259529.78,0
PM-0041,Gói dịch vụ Google Workspace,Phần mềm,2023-02-13,2025-11-18,8,Cần bảo trì,1543719.21,1
PC-0042,Máy chủ Dell PowerEdge,Phần cứng,2024-11-30,2025-12-08,39,Tốt,4238004.18,2
PC-0043,Máy chủ Dell PowerEdge,Phần cứng,2024-05-24,2025-11-18,16,Cần bảo trì,2546941.39,1
PM-0044,License phần mềm kế toán MISA,Phần mềm,2024-11-27,2025-11-19,6,Cần bảo trì,1011599.53,1
PC-0045,Router Mikrotik RB750Gr3,Phần cứng,2023-08-12,2025-12-11,57,Tốt,1699819.71,2
PM-0046,Gói Cloud AWS Business,Phần mềm,2024-08-16,2025-12-06,8,Cần bảo trì,891243.76,1
PC-0047,Máy chiếu Epson EB-X51,Phần cứng,2024-09-06,2025-11-23,-12,Hỏng,1754828.43,0
GT-0048,Hồ sơ nhân sự,Giấy tờ,2025-03-04,2025-11-14,-8,Cần bảo trì,380143.13,1
PM-0049,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-03-03,2025-12-05,22,Cần bảo trì,1776392.67,1
PC-0050,Máy in Canon LBP 2900,Phần cứng,2024-01-10,2025-11-17,9,Cần bảo trì,2489131.07,1
PM-0051,License phần mềm kế toán MISA,Phần mềm,2023-05-22,2025-11-14,-2,Hỏng,925881.46,0
PM-0052,License AutoCAD 2024,Phần mềm,2023-09-25,2025-12-03,26,Cần bảo trì,1991686.19,1
PC-0053,Máy chủ Dell PowerEdge,Phần cứng,2024-03-31,2025-11-12,-19,Hỏng,46644952.79147584,0
GT-0054,Giấy ủy quyền đại diện,Giấy tờ,2024-01-13,2025-11-18,28,Cần bảo trì,388375.97,1
PC-0055,Máy chủ Dell PowerEdge,Phần cứng,2023-08-24,2025-11-19,21,Cần bảo trì,4915571.43,1
